,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
115,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,49.0,0,,21077.0,0.0,0.0,
116,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,49.0,0,,21095.0,0.0,0.0,"0.14,0.70"
117,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.8,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,49.0,0,,11077.0,0.0,0.0,
118,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.87,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,49.0,0,,11077.0,0.0,0.0,
119,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,49.0,0,,11077.0,0.0,0.0,
120,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,1.5,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,43.0,0,,11077.0,0.0,0.0,
121,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,1.5,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,43.0,0,,11094.0,0.0,0.0,"0.89,0.08"
122,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,1.5,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,24.0,0,,21077.0,0.0,0.0,
123,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.83,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,24.0,0,,21077.0,0.0,0.0,
124,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.83,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,24.0,0,,21077.0,0.0,0.0,
125,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,24.0,0,,21077.0,0.0,0.0,
126,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,24.0,0,,21095.0,0.0,0.0,"0.11,0.48"
127,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,24.0,0,,11077.0,0.0,0.0,
128,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,16.0,0,,11077.0,0.0,0.0,
129,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,16.0,0,,11094.0,0.0,0.0,"0.93,0.86"
130,,,,第1节,131.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,131.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,16.0,0,,21077.0,0.0,0.0,
131,,,,第1节,131.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,131.5,1.0,0.0,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,4.0,0,,21077.0,0.0,0.0,
132,,,,第1节,131.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,131.5,1.0,0.56,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,4.0,0,,21077.0,0.0,0.0,
133,,,,第1节,131.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,131.5,1.0,1.3,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,9.0,2.0,0.0,1,6.0,GD,4.0,0,,21074.0,0.0,0.0,"0.06,0.64"
134,,,,第1节,131.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,131.5,1.0,1.3,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,11.0,2.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.0,0.0,
135,,,,第1节,-2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-2.5,1.0,0.87,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,11.0,2.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.0,0.0,
136,,,,第1节,2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,2.5,1.0,0.8,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,11.0,2.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.0,0.0,
137,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.8,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,11.0,2.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.0,0.0,
138,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.66,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,11.0,2.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.0,0.0,
139,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,1.1,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,11.0,2.0,0.0,1,5.0,GD,41.0,0,,11077.0,0.0,0.0,
140,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,1.1,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,2.0,0.0,1,5.0,GD,41.0,0,,11075.0,0.0,0.0,"0.92,0.86"
141,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,1.1,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,41.0,0,,21077.0,0.0,0.0,
142,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,1.1,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,21.0,0,,21077.0,0.0,0.0,
143,,,,第1节,-3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-3.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,21.0,0,,21077.0,0.0,0.0,
144,,,,第1节,3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,3.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,21.0,0,,21077.0,0.0,0.0,
145,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,21.0,0,,21077.0,0.0,0.0,
146,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.0,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,21.0,0,,21077.0,0.0,0.0,
147,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,1.5,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,21.0,0,,21095.0,0.0,0.0,"0.11,0.68"
148,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,1.5,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,1.0,0,,11077.0,0.0,0.0,
149,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.8,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,1.0,0,,11077.0,0.0,0.0,
150,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.87,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,1.0,0,,11077.0,0.0,0.0,
151,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,1.0,0,,21077.0,0.0,0.0,
152,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,1.0,0,,21077.0,0.0,0.0,
153,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.0,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,5.0,GD,1.0,0,,21077.0,0.0,0.0,
154,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.0,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,4.0,GD,57.0,0,,21077.0,0.0,0.0,
155,,,,第1节,-2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-2.5,1.0,0.0,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,4.0,GD,57.0,0,,21077.0,0.0,0.0,
156,,,,第1节,2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,2.5,1.0,0.0,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,4.0,GD,57.0,0,,21077.0,0.0,0.0,
157,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.0,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,4.0,GD,57.0,0,,21077.0,0.0,0.0,
158,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.63,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,4.0,GD,57.0,0,,21077.0,0.0,0.0,
159,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,1.2,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,11.0,5.0,0.0,1,4.0,GD,57.0,0,,21074.0,0.0,0.0,"0.11,0.48"
160,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,1.2,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,57.0,0,,11077.0,0.0,0.0,
161,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,1.2,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,57.0,0,,11094.0,0.0,0.0,"0.91,0.89"
162,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.87,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,57.0,0,,21077.0,0.0,0.0,
163,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.8,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,57.0,0,,21077.0,0.0,0.0,
164,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.66,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,57.0,0,,21077.0,0.0,0.0,
165,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,1.1,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,38.0,0,,21077.0,0.0,0.0,
166,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,38.0,0,,11077.0,0.0,0.0,
167,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,38.0,0,,11077.0,0.0,0.0,
168,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.63,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,38.0,0,,11077.0,0.0,0.0,
169,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,1.2,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,38.0,0,,11077.0,0.0,0.0,
170,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.87,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,38.0,0,,11077.0,0.0,0.0,
171,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.8,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,38.0,0,,11077.0,0.0,0.0,
172,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.8,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,11077.0,0.0,0.0,
173,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.66,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,11077.0,0.0,0.0,
174,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,1.1,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,11095.0,0.0,0.0,"0.87,0.44"
175,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,21077.0,0.0,0.0,
176,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,11077.0,0.0,0.0,
177,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.63,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,11077.0,0.0,0.0,
178,,,,第1节,-3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-3.5,1.0,1.2,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,11077.0,0.0,0.0,
179,,,,第1节,3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,3.5,1.0,1.2,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,11077.0,0.0,0.0,
180,,,,第1节,136.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,136.5,1.0,1.2,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,35.0,0,,11077.0,0.0,0.0,
181,,,,第1节,136.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,136.5,1.0,1.2,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,0.0,1,4.0,GD,33.0,0,,11077.0,0.0,0.0,
182,,,,第1节,136.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,136.5,1.0,1.2,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,5.0,0.0,1,4.0,GD,33.0,0,,11074.0,0.0,0.0,"0.87,0.44"
183,,,,第1节,136.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,136.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,5.0,0.0,1,4.0,GD,33.0,0,,21077.0,0.0,0.0,
184,,,,第1节,136.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,136.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,33.0,0,,21077.0,0.0,0.0,
185,,,,第1节,136.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,136.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,19.0,0,,21077.0,0.0,0.0,
186,,,,第1节,136.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,136.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,19.0,0,,21086.0,0.0,0.0,
187,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,19.0,0,,11077.0,0.0,0.0,
188,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,5.0,0,,11077.0,0.0,0.0,
189,,,,第1节,135.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,5.0,0,,11094.0,0.0,0.0,"0.66,0.26"
190,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,5.0,0,,21077.0,0.0,0.0,
191,,,,第1节,134.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,134.5,1.0,0.56,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,5.0,0,,21077.0,0.0,0.0,
192,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,1.3,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,4.0,GD,5.0,0,,11077.0,0.0,0.0,
193,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,1.3,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,52.0,0,,11077.0,0.0,0.0,
194,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,52.0,0,,11077.0,0.0,0.0,
195,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,51.0,0,,21077.0,0.0,0.0,
196,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.87,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,51.0,0,,21077.0,0.0,0.0,
197,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.8,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,51.0,0,,21077.0,0.0,0.0,
198,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.56,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,51.0,0,,21077.0,0.0,0.0,
199,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,1.3,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,41.0,0,,21077.0,0.0,0.0,
200,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,1.3,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,41.0,0,,21095.0,0.0,0.0,"0.24,0.50"
201,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.83,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,41.0,0,,11077.0,0.0,0.0,
202,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.83,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,41.0,0,,11077.0,0.0,0.0,
203,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,41.0,0,,11077.0,0.0,0.0,
204,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.0,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,41.0,0,,11077.0,0.0,0.0,
205,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.87,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,41.0,0,,11077.0,0.0,0.0,
206,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.8,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,37.0,0,,11077.0,0.0,0.0,
207,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,0.56,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,37.0,0,,11077.0,0.0,0.0,
208,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,1.3,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,37.0,0,,21077.0,0.0,0.0,
209,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,1.3,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,13.0,7.0,0.0,1,3.0,GD,37.0,0,,21074.0,0.0,0.0,"0.14,0.48"
210,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,1.3,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,15.0,7.0,0.0,1,3.0,GD,37.0,0,,11077.0,0.0,0.0,
211,,,,第1节,132.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,132.5,1.0,1.3,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,15.0,7.0,0.0,1,3.0,GD,25.0,0,,11077.0,0.0,0.0,
212,,,,第1节,-1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-1.5,1.0,0.8,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,15.0,7.0,0.0,1,3.0,GD,25.0,0,,11077.0,0.0,0.0,
213,,,,第1节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,1.0,0.87,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,15.0,7.0,0.0,1,3.0,GD,25.0,0,,11077.0,0.0,0.0,
214,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.87,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,15.0,7.0,0.0,1,3.0,GD,25.0,0,,11077.0,0.0,0.0,
215,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,0.66,,,1.0,2.0,0.0,5.0,0.0,0.0,7.0,15.0,7.0,0.0,1,3.0,GD,25.0,0,,11077.0,0.0,0.0,
216,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,1.1,,,2.0,2.0,0.0,5.0,0.0,0.0,10.0,15.0,7.0,0.0,1,3.0,GD,25.0,0,,11075.0,0.0,0.0,"0.84,0.90"
217,,,,第1节,133.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,133.5,1.0,1.1,,,2.0,2.0,0.0,5.0,0.0,0.0,10.0,15.0,10.0,0.0,1,3.0,GD,25.0,0,,21077.0,0.0,0.0,
218,,,,第1节,-3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-3.5,1.0,0.83,,,2.0,2.0,0.0,5.0,0.0,0.0,10.0,15.0,10.0,0.0,1,3.0,GD,25.0,0,,21077.0,0.0,0.0,
219,,,,第1节,3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,3.5,1.0,0.83,,,2.0,2.0,0.0,5.0,0.0,0.0,10.0,15.0,10.0,0.0,1,3.0,GD,25.0,0,,21077.0,0.0,0.0,
