,AM,AS,CP,DC,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
926,44.0,5.0,第4节,1.0,第4节,2.5,0.83,-2.5,0.83,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,1.0,50.0,53.3,53.0,56.0,0.0,1.0,7.0,GD,57.0,0,,11077.0,1.5,0.0
927,44.0,5.0,第4节,1.0,第4节,2.5,0.83,-2.5,0.83,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,1.0,50.0,53.3,53.0,56.0,0.0,1.0,7.0,GD,47.0,0,,11077.0,1.5,0.0
928,44.0,5.0,第4节,1.0,第4节,2.5,0.83,-2.5,0.83,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,0.0,1.0,7.0,GD,47.0,0,,21086.0,1.5,0.0
929,44.0,5.0,第4节,1.0,第4节,2.5,0.83,-2.5,0.83,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,1.5,0.0
930,44.0,5.0,第4节,1.0,第4节,2.5,0.83,-2.5,0.83,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,1.5,0.0
931,44.0,5.0,第4节,1.0,第4节,2.5,0.83,-2.5,0.83,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,1.5,0.0
932,44.0,5.0,第4节,1.0,第4节,2.5,0.83,-2.5,0.83,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,1.5,0.0
933,44.0,5.0,第4节,1.0,第4节,2.5,0.83,-2.5,0.83,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,1.5,0.0
934,44.0,5.0,第4节,1.0,第4节,2.5,0.91,-2.5,0.77,137.5,0.83,137.5,0.83,137.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,0.0,0.45
935,44.0,5.0,第4节,1.0,第4节,2.5,0.8,-3.5,0.87,137.5,0.83,137.5,0.83,-3.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,0.0,0.45
936,44.0,5.0,第4节,1.0,第4节,3.5,0.8,-3.5,0.87,137.5,0.83,138.5,0.83,3.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,0.0,0.45
937,44.0,5.0,第4节,1.0,第4节,3.5,0.8,-3.5,0.87,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,1.0,1.0,7.0,GD,47.0,0,,11077.0,0.0,0.45
938,44.0,5.0,第4节,1.0,第4节,3.5,0.8,-3.5,0.87,138.5,0.83,138.5,0.83,138.5,4.0,1:2,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,0.0,1.0,7.0,GD,47.0,0,,11078.0,1.75,0.0
939,44.0,5.0,第4节,1.0,第4节,3.5,0.8,-3.5,0.87,138.5,0.83,138.5,0.83,138.5,4.0,1:2,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,0.0,1.0,7.0,GD,47.0,0,,11078.0,1.75,0.0
940,44.0,5.0,第4节,1.0,第4节,3.5,0.8,-3.5,0.87,138.5,0.83,138.5,0.83,138.5,4.0,1:2,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,0.0,1.0,7.0,GD,47.0,0,,11078.0,1.75,0.0
941,44.0,5.0,第4节,1.0,第4节,3.5,0.8,-3.5,0.87,138.5,0.83,138.5,0.83,138.5,4.0,1:2,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,0.0,1.0,7.0,GD,47.0,0,,11078.0,1.75,0.0
942,44.0,5.0,第4节,1.0,第4节,3.5,0.8,-3.5,0.87,138.5,0.83,138.5,0.83,138.5,4.0,1:2,0.0,2.0,5.0,19.0,15.0,12.0,8.0,3.0,2.0,0.0,2.0,50.0,53.3,53.0,56.0,0.0,1.0,7.0,GD,47.0,0,,11078.0,1.75,0.0
943,44.0,5.0,第4节,1.0,第4节,3.5,0.83,-3.5,0.83,138.5,0.83,138.5,0.83,138.5,4.0,1:2,0.0,2.0,5.0,19.0,15.0,13.0,8.0,3.0,2.0,0.0,2.0,52.0,53.3,57.0,56.0,0.0,1.0,7.0,GD,47.0,0,,11079.0,1.75,0.0
944,44.0,5.0,第4节,1.0,第4节,3.5,0.83,-3.5,0.83,138.5,0.83,138.5,0.83,138.5,4.0,2:2,0.0,2.0,5.0,19.0,15.0,13.0,8.0,3.0,2.0,0.0,2.0,52.0,53.3,53.0,57.0,0.0,1.0,7.0,GD,47.0,0,,11078.0,1.75,0.0
945,44.0,5.0,第4节,1.0,第4节,3.5,0.83,-3.5,0.83,138.5,0.83,138.5,0.83,138.5,4.0,2:2,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,58.0,57.0,0.0,1.0,7.0,GD,47.0,0,,11079.0,0.0,0.0
946,44.0,5.0,第4节,1.0,第4节,3.5,0.83,-3.5,0.83,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
947,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
948,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
949,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
950,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
951,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
952,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
953,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
954,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,47.0,0,,21077.0,0.0,0.0
955,44.0,5.0,第4节,1.0,第4节,3.5,0.91,-3.5,0.77,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,35.0,0,,21077.0,0.0,0.0
956,44.0,5.0,第4节,1.0,第4节,3.5,0.87,-4.5,0.8,139.5,0.83,139.5,0.83,-4.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,35.0,0,,11077.0,0.0,0.0
957,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,139.5,0.83,138.5,0.83,4.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,35.0,0,,11077.0,0.0,0.0
958,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,35.0,0,,11077.0,0.0,0.0
959,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,2.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
960,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,34.0,0,,21086.0,0.0,0.0
961,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
962,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
963,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
964,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
965,44.0,5.0,第4节,1.0,第4节,4.5,0.87,-4.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
966,44.0,5.0,第4节,1.0,第4节,4.5,0.8,-5.5,0.87,138.5,0.83,138.5,0.83,-5.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,1.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
967,44.0,5.0,第4节,1.0,第4节,5.5,0.8,-5.5,0.87,138.5,0.83,138.5,0.83,5.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
968,44.0,5.0,第4节,1.0,第4节,5.5,0.8,-5.5,0.87,138.5,0.83,138.5,0.83,5.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
969,44.0,5.0,第4节,1.0,第4节,5.5,0.8,-5.5,0.87,138.5,0.83,138.5,0.83,5.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
970,44.0,5.0,第4节,1.0,第4节,5.5,0.8,-5.5,0.87,138.5,0.83,138.5,0.83,5.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
971,44.0,5.0,第4节,1.0,第4节,5.5,0.8,-5.5,0.87,138.5,0.83,138.5,0.83,5.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,34.0,0,,11077.0,0.0,0.0
972,44.0,5.0,第4节,1.0,第4节,5.5,0.8,-5.5,0.87,138.5,0.83,138.5,0.83,5.5,4.0,,0.0,2.0,5.0,19.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,58.0,0.0,1.0,7.0,GD,14.0,0,,11077.0,0.0,0.0
973,44.0,5.0,第4节,1.0,第4节,5.5,0.8,-5.5,0.87,138.5,0.83,138.5,0.83,5.5,4.0,,0.0,2.0,5.0,20.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,60.0,58.0,0.0,1.0,7.0,GD,14.0,0,,11074.0,0.0,0.0
974,44.0,5.0,第4节,1.0,第4节,5.5,0.8,-6.5,0.87,138.5,0.83,138.5,0.83,-6.5,4.0,,0.0,2.0,5.0,20.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,60.0,58.0,0.0,1.0,7.0,GD,14.0,0,,21077.0,0.0,0.0
975,44.0,5.0,第4节,1.0,第4节,6.5,0.8,-6.5,0.87,138.5,0.83,139.5,0.83,6.5,4.0,,0.0,2.0,5.0,20.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,60.0,58.0,0.0,1.0,7.0,GD,14.0,0,,21077.0,0.0,0.0
976,44.0,5.0,第4节,1.0,第4节,6.5,0.8,-6.5,0.87,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,20.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,60.0,58.0,0.0,1.0,7.0,GD,14.0,0,,21077.0,0.0,0.0
977,44.0,5.0,第4节,1.0,第4节,6.5,0.8,-6.5,0.87,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,20.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,60.0,0.0,1.0,7.0,GD,14.0,0,,21077.0,0.0,0.0
978,44.0,5.0,第4节,1.0,第4节,6.5,0.8,-6.5,0.87,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,20.0,15.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,60.0,0.0,1.0,6.0,GD,58.0,0,,21077.0,0.0,0.0
979,44.0,5.0,第4节,1.0,第4节,6.5,0.8,-6.5,0.87,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,53.0,55.0,0.0,1.0,6.0,GD,58.0,0,,21074.0,0.0,0.0
980,44.0,5.0,第4节,1.0,第4节,6.5,0.8,-6.5,0.87,139.5,0.83,139.5,0.83,139.5,4.0,,0.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,58.0,0,,11077.0,0.0,0.0
981,44.0,5.0,第4节,1.0,第4节,6.5,0.83,-5.5,0.83,139.5,0.83,139.5,0.83,-5.5,4.0,,0.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,58.0,0,,11077.0,0.0,0.0
982,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,139.5,0.83,140.5,0.83,5.5,4.0,,0.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,58.0,0,,11077.0,0.0,0.0
983,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,4.0,,0.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,58.0,0,,11077.0,0.0,0.0
984,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,4.0,,0.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,3.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
985,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,36.0,0,,21086.0,0.0,0.0
986,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
987,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
988,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
989,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
990,44.0,5.0,第4节,1.0,第4节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
991,44.0,5.0,第4节,1.0,第4节,5.5,0.77,-6.5,0.91,140.5,0.83,140.5,0.83,-6.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
992,44.0,5.0,第4节,1.0,第4节,6.5,0.77,-6.5,0.91,140.5,0.83,139.5,0.83,6.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
993,44.0,5.0,第4节,1.0,第4节,6.5,0.77,-6.5,0.91,139.5,0.83,139.5,0.83,139.5,4.0,,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11077.0,0.0,0.0
994,44.0,5.0,第4节,1.0,第4节,6.5,0.83,-6.5,0.83,139.5,0.83,141.5,0.83,139.5,4.0,1:2,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
995,44.0,5.0,第4节,1.0,第4节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,4.0,1:2,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,1.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
996,44.0,5.0,第4节,1.0,第4节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,4.0,1:2,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
997,44.0,5.0,第4节,1.0,第4节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,4.0,1:2,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
998,44.0,5.0,第4节,1.0,第4节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,4.0,1:2,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
999,44.0,5.0,第4节,1.0,第4节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,4.0,1:2,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
1000,44.0,5.0,第4节,1.0,第4节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,4.0,1:2,1.0,2.0,5.0,20.0,16.0,14.0,8.0,3.0,2.0,0.0,4.0,53.8,53.3,55.0,60.0,0.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
1001,44.0,5.0,第4节,1.0,第4节,6.5,0.87,-6.5,0.8,141.5,0.83,141.5,0.83,141.5,4.0,1:2,1.0,2.0,5.0,20.0,16.0,15.0,8.0,3.0,2.0,0.0,4.0,55.6,53.3,61.0,60.0,0.0,1.0,6.0,GD,36.0,0,,11079.0,0.0,0.0
1002,44.0,5.0,第4节,1.0,第4节,6.5,0.87,-6.5,0.8,141.5,0.83,141.5,0.83,141.5,4.0,2:2,1.0,2.0,5.0,20.0,16.0,15.0,8.0,3.0,2.0,0.0,4.0,55.6,53.3,55.0,61.0,0.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
1003,44.0,5.0,第4节,1.0,第4节,6.5,0.77,-7.5,0.91,141.5,0.83,141.5,0.83,-7.5,4.0,2:2,1.0,2.0,5.0,20.0,16.0,15.0,8.0,3.0,2.0,0.0,4.0,55.6,53.3,55.0,61.0,0.0,1.0,6.0,GD,36.0,0,,11078.0,0.0,0.0
1004,44.0,5.0,第4节,1.0,第4节,7.5,0.77,-7.5,0.91,141.5,0.83,141.5,0.83,7.5,4.0,2:2,1.0,2.0,5.0,20.0,16.0,16.0,8.0,3.0,2.0,0.0,4.0,57.1,53.3,62.0,61.0,0.0,1.0,6.0,GD,36.0,0,,11079.0,0.0,0.0
1005,44.0,5.0,第4节,1.0,第4节,7.5,0.77,-7.5,0.91,141.5,0.83,141.5,0.83,7.5,4.0,,1.0,2.0,5.0,20.0,16.0,16.0,8.0,3.0,2.0,0.0,4.0,57.1,53.3,55.0,62.0,0.0,1.0,6.0,GD,36.0,0,,21077.0,0.0,0.0
1006,44.0,5.0,第4节,1.0,第4节,7.5,0.77,-7.5,0.91,141.5,0.83,141.5,0.83,7.5,4.0,,1.0,2.0,5.0,20.0,16.0,16.0,8.0,3.0,2.0,0.0,4.0,57.1,53.3,55.0,62.0,0.0,0.0,6.0,GD,32.0,0,,21077.0,0.0,0.0
1007,44.0,5.0,第4节,1.0,第4节,7.5,0.77,-8.5,0.91,141.5,0.83,141.5,0.83,-8.5,4.0,,1.0,2.0,5.0,20.0,16.0,16.0,8.0,3.0,2.0,0.0,4.0,57.1,53.3,55.0,62.0,0.0,0.0,6.0,GD,32.0,0,,11077.0,0.0,0.0
1008,44.0,5.0,第4节,1.0,第4节,8.5,0.77,-8.5,0.91,141.5,0.83,140.5,0.83,8.5,4.0,,1.0,2.0,5.0,20.0,16.0,16.0,8.0,3.0,2.0,0.0,4.0,57.1,53.3,55.0,62.0,0.0,0.0,6.0,GD,32.0,0,,11077.0,0.0,0.0
1009,44.0,5.0,第4节,1.0,第4节,8.5,0.77,-8.5,0.91,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,16.0,8.0,3.0,2.0,0.0,4.0,57.1,53.3,55.0,62.0,0.0,0.0,6.0,GD,32.0,0,,11077.0,0.0,0.0
1010,44.0,5.0,第4节,1.0,第4节,8.5,0.77,-8.5,0.91,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,16.0,8.0,3.0,2.0,0.0,4.0,57.1,53.3,55.0,62.0,0.0,1.0,6.0,GD,20.0,0,,11077.0,0.0,0.0
1011,44.0,5.0,第4节,1.0,第4节,8.5,0.77,-8.5,0.91,140.5,0.83,140.5,0.83,140.5,4.0,,1.0,2.0,5.0,20.0,16.0,16.0,8.0,3.0,2.0,0.0,4.0,57.1,53.3,55.0,62.0,0.0,1.0,5.0,GD,20.0,0,,11077.0,0.0,0.0
